0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,10
162,0
163,0
164,0
165,10
166,0
167,0
168,10
169,10
170,10
171,0
172,20
173,0
174,0
175,0
176,0
177,10
178,10
179,0
180,10
181,20
182,0
183,20
184,20
185,20
186,20
187,0
188,20
189,0
190,0
191,10
192,0
193,0
194,10
195,10
196,0
197,10
198,10
199,10
200,20
201,0
202,20
203,20
204,20
205,10
206,10
207,0
208,10
209,30
210,20
211,40
212,40
213,60
214,30
215,30
216,20
217,40
218,40
219,30
220,10
221,20
222,40
223,20
224,30
225,40
226,10
227,50
228,50
229,40
230,50
231,40
232,20
233,70
234,30
235,60
236,70
237,60
238,40
239,40
240,60
241,30
242,60
243,60
244,40
245,60
246,40
247,70
248,80
249,60
250,60
251,60
252,30
253,50
254,60
255,40
256,60
257,70
258,50
259,50
260,70
261,60
262,60
263,60
264,60
265,70
266,30
267,50
268,90
269,80
270,90
271,80
272,100
273,80
274,80
275,80
276,70
277,80
278,80
279,70
280,70
281,30
282,60
283,70
284,70
285,90
286,90
287,70
288,80
289,90
290,80
291,70
292,80
293,90
294,60
295,80
296,90
297,90
298,100
299,90
300,70
301,80
302,80
303,70
304,90
305,100
306,80
307,90
308,100
309,90
310,60
311,80
312,90
313,80
314,90
315,70
316,100
317,80
318,70
319,100
320,100
321,90
322,70
323,100
324,90
325,90
326,90
327,100
328,80
329,90
330,80
331,90
332,100
333,80
334,100
335,80
336,100
337,100
338,90
339,100
340,100
341,80
342,90
343,80
344,100
345,90
346,90
347,90
348,100
349,90
350,80
351,100
352,100
353,80
354,80
355,90
356,100
357,100
358,100
359,90
360,100
361,90
362,100
363,100
364,100
365,100
366,100
367,100
368,100
369,100
370,100
371,100
372,100
373,100
374,80
375,100
376,90
377,100
378,100
379,100
380,90
381,100
382,90
383,100
384,100
385,100
386,90
387,90
388,100
389,100
390,100
391,100
392,90
393,90
394,100
395,100
396,100
397,100
398,100
399,100
400,100
